 K641   35.98252 -120.53847 747.0000
 K657   35.98268 -120.53780 771.0000
 K673   35.98318 -120.53697 791.0000
 K689   35.98335 -120.53613 781.0000
 K705   35.98385 -120.53547 774.0000
 K721   35.98418 -120.53463 770.0000
 K737   35.98452 -120.53397 759.0000
 K753   35.98468 -120.53297 740.0000
 K769   35.98518 -120.53230 739.0000
 K785   35.98553 -120.53163 725.0000
 K801   35.98585 -120.53080 714.0000
 K817   35.98620 -120.52997 690.0000
 K833   35.98652 -120.52930 693.0000
 K849   35.98685 -120.52897 702.0000
 K865   35.98718 -120.52780 714.0000
